<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURCHF,20251117,150500,0.92157,0.92166,0.92157,0.92163,120780000
EURCHF,20251117,150600,0.92163,0.92168,0.9216,0.92166,127570000
EURCHF,20251117,150700,0.92167,0.92167,0.92159,0.92163,90090000
EURCHF,20251117,150800,0.92164,0.92165,0.92155,0.92158,84240000
EURCHF,20251117,150900,0.92158,0.92174,0.92157,0.92171,85350000
EURCHF,20251117,151000,0.92173,0.92186,0.92173,0.92183,68760000
EURCHF,20251117,151100,0.92183,0.92191,0.92183,0.92185,87180000
EURCHF,20251117,151200,0.92184,0.92189,0.92182,0.92187,52710000
EURCHF,20251117,151300,0.92185,0.92191,0.92185,0.92186,38340000
EURCHF,20251117,151400,0.92187,0.92194,0.92186,0.92186,55260000
EURCHF,20251117,151500,0.92187,0.92193,0.92177,0.9218,68430000
EURCHF,20251117,151600,0.92181,0.92181,0.92175,0.92179,40470000
EURCHF,20251117,151700,0.9218,0.92186,0.92178,0.92179,74070000
EURCHF,20251117,151800,0.92178,0.92189,0.92175,0.92175,78020000
EURCHF,20251117,151900,0.92174,0.92175,0.92165,0.92166,66780000
EURCHF,20251117,152000,0.92165,0.92172,0.92161,0.92172,43080000
EURCHF,20251117,152100,0.92172,0.92177,0.92171,0.92176,81030000
EURCHF,20251117,152200,0.92177,0.92184,0.92174,0.92184,45960000
EURCHF,20251117,152300,0.92183,0.92197,0.92183,0.92194,77730000
EURCHF,20251117,152400,0.92194,0.92196,0.9219,0.92193,60240000
EURCHF,20251117,152500,0.92195,0.92198,0.92193,0.92193,30930000
EURCHF,20251117,152600,0.92192,0.92202,0.92192,0.92197,53610000
EURCHF,20251117,152700,0.92198,0.92202,0.92197,0.92198,39870000
EURCHF,20251117,152800,0.92197,0.92203,0.92196,0.92198,63630000
EURCHF,20251117,152900,0.92199,0.92203,0.92194,0.92195,56160000
EURCHF,20251117,153000,0.92195,0.92206,0.92193,0.92201,96360000
EURCHF,20251117,153100,0.922,0.922,0.92193,0.92198,85140000
EURCHF,20251117,153200,0.92199,0.92203,0.92197,0.92198,62940000
EURCHF,20251117,153300,0.922,0.922,0.92184,0.92184,45600000
EURCHF,20251117,153400,0.92183,0.92188,0.92182,0.92182,54180000
EURCHF,20251117,153500,0.92182,0.92195,0.9218,0.92194,45600000
EURCHF,20251117,153600,0.92194,0.92205,0.92193,0.92204,71610000
EURCHF,20251117,153700,0.92205,0.92212,0.92202,0.92202,53730000
EURCHF,20251117,153800,0.92202,0.92203,0.92197,0.92201,78210000
EURCHF,20251117,153900,0.922,0.92202,0.92195,0.92197,68110000
EURCHF,20251117,154000,0.92197,0.92205,0.92196,0.92205,30600000
EURCHF,20251117,154100,0.92204,0.92207,0.92195,0.92199,63600000
EURCHF,20251117,154200,0.92198,0.92205,0.92197,0.92202,72070000
EURCHF,20251117,154300,0.92201,0.92215,0.92198,0.92215,63000000
EURCHF,20251117,154400,0.92216,0.92225,0.92214,0.9222,87820000
EURCHF,20251117,154500,0.92219,0.92222,0.92216,0.92218,73680000
EURCHF,20251117,154600,0.92219,0.9222,0.92204,0.92204,57780000
EURCHF,20251117,154700,0.92205,0.92217,0.92204,0.92215,50040000
EURCHF,20251117,154800,0.92214,0.92223,0.92214,0.92219,73800000
EURCHF,20251117,154900,0.9222,0.92224,0.92217,0.92222,106980000
EURCHF,20251117,155000,0.92224,0.92234,0.92224,0.92233,54090000
EURCHF,20251117,155100,0.92234,0.92238,0.92232,0.92233,77680000
EURCHF,20251117,155200,0.92234,0.92238,0.92227,0.92228,33450000
EURCHF,20251117,155300,0.92229,0.92233,0.92226,0.92233,51540000
EURCHF,20251117,155400,0.92232,0.92237,0.9223,0.92233,60780000
EURCHF,20251117,155500,0.92234,0.92238,0.92223,0.92227,67200000
EURCHF,20251117,155600,0.92227,0.92234,0.92226,0.92229,150410000
EURCHF,20251117,155700,0.92232,0.92249,0.92229,0.92245,182070000
EURCHF,20251117,155800,0.92246,0.9226,0.92246,0.92255,183500000
EURCHF,20251117,155900,0.92254,0.92255,0.9225,0.92251,80250000
EURCHF,20251117,160000,0.92252,0.92256,0.92246,0.92247,73770000
EURCHF,20251117,160100,0.92247,0.9225,0.92242,0.92244,91890000
EURCHF,20251117,160200,0.92242,0.92244,0.92231,0.92236,89700000
EURCHF,20251117,160300,0.92236,0.92247,0.92232,0.92246,50700000
EURCHF,20251117,160400,0.92245,0.92246,0.92239,0.92239,49080000
EURCHF,20251117,160500,0.9224,0.9224,0.92219,0.92224,81030000
EURCHF,20251117,160600,0.92225,0.92225,0.92212,0.92214,69540000
EURCHF,20251117,160700,0.92214,0.92217,0.92211,0.92216,49890000
EURCHF,20251117,160800,0.92215,0.92215,0.92207,0.92208,56130000
EURCHF,20251117,160900,0.9221,0.92211,0.92202,0.92206,95930000
EURCHF,20251117,161000,0.92204,0.9221,0.92204,0.9221,80340000
EURCHF,20251117,161100,0.9221,0.9222,0.92208,0.92215,80220000
EURCHF,20251117,161200,0.92215,0.92215,0.92206,0.92211,70110000
EURCHF,20251117,161300,0.92212,0.92215,0.92208,0.92213,98760000
EURCHF,20251117,161400,0.92212,0.92214,0.92207,0.92214,87900000
EURCHF,20251117,161500,0.92212,0.92219,0.92212,0.92217,55260000
EURCHF,20251117,161600,0.92216,0.92222,0.92216,0.9222,51880000
EURCHF,20251117,161700,0.92219,0.92234,0.92219,0.92231,120090000
EURCHF,20251117,161800,0.92232,0.92242,0.9223,0.92237,90300000
EURCHF,20251117,161900,0.92236,0.92242,0.92233,0.92238,81960000
EURCHF,20251117,162000,0.92239,0.92243,0.92236,0.92238,63450000
EURCHF,20251117,162100,0.92237,0.92238,0.9223,0.92232,30460000
EURCHF,20251117,162200,0.92231,0.92239,0.92231,0.92233,39600000
EURCHF,20251117,162300,0.92233,0.92239,0.92228,0.92228,48120000
EURCHF,20251117,162400,0.92228,0.92233,0.92228,0.92232,22300000
EURCHF,20251117,162500,0.92233,0.92235,0.92231,0.92235,25950000
EURCHF,20251117,162600,0.92237,0.92242,0.92236,0.92242,62400000
EURCHF,20251117,162700,0.92242,0.92248,0.9224,0.92247,25770000
EURCHF,20251117,162800,0.92246,0.9225,0.92245,0.9225,37540000
EURCHF,20251117,162900,0.92249,0.9226,0.92249,0.9226,51840000
EURCHF,20251117,163000,0.9226,0.92263,0.92258,0.92263,74700000
EURCHF,20251117,163100,0.92262,0.92265,0.9226,0.92262,45750000
EURCHF,20251117,163200,0.92261,0.92275,0.9226,0.92273,83400000
EURCHF,20251117,163300,0.92274,0.92274,0.92263,0.92266,43360000
EURCHF,20251117,163400,0.92269,0.92272,0.92264,0.92264,73710000
EURCHF,20251117,163500,0.92265,0.92268,0.9226,0.92266,54780000
EURCHF,20251117,163600,0.92267,0.92269,0.92263,0.92269,48120000
EURCHF,20251117,163700,0.92272,0.92277,0.9227,0.92273,82980000
EURCHF,20251117,163800,0.92273,0.92278,0.92269,0.92274,45180000
EURCHF,20251117,163900,0.92274,0.92275,0.92267,0.92267,36280000
EURCHF,20251117,164000,0.92268,0.92272,0.92265,0.9227,28680000
EURCHF,20251117,164100,0.92268,0.92269,0.92262,0.92262,46140000
EURCHF,20251117,164200,0.92262,0.92262,0.92252,0.92256,65700000
EURCHF,20251117,164300,0.92255,0.92255,0.9225,0.9225,58200000
EURCHF,20251117,164400,0.92253,0.92258,0.92252,0.92255,34200000
EURCHF,20251117,164500,0.92255,0.92262,0.92254,0.92257,53400000
EURCHF,20251117,164600,0.92257,0.92264,0.92256,0.92259,52740000
EURCHF,20251117,164700,0.9226,0.92262,0.92259,0.92259,13200000
EURCHF,20251117,164800,0.9226,0.92261,0.92256,0.92256,25200000
EURCHF,20251117,164900,0.92255,0.92255,0.92246,0.92247,22380000
EURCHF,20251117,165000,0.92247,0.92255,0.92247,0.92253,58800000
EURCHF,20251117,165100,0.92253,0.92258,0.92253,0.92258,22860000
EURCHF,20251117,165200,0.92258,0.9226,0.92257,0.92258,41400000
EURCHF,20251117,165300,0.92259,0.92262,0.92257,0.92258,52680000
EURCHF,20251117,165400,0.92257,0.92259,0.92257,0.92257,13440000
EURCHF,20251117,165500,0.92258,0.92258,0.92252,0.92256,49440000
EURCHF,20251117,165600,0.92257,0.92262,0.92254,0.92261,26880000
EURCHF,20251117,165700,0.92262,0.92269,0.92261,0.92268,43080000
EURCHF,20251117,165800,0.92266,0.92267,0.92261,0.92267,44160000
EURCHF,20251117,165900,0.92267,0.92268,0.92264,0.92264,28320000
EURCHF,20251117,170000,0.92265,0.92265,0.92254,0.92255,34680000
EURCHF,20251117,170100,0.92257,0.92258,0.92249,0.92249,22800000
EURCHF,20251117,170200,0.9225,0.92253,0.92247,0.92247,43540000
EURCHF,20251117,170300,0.92247,0.92248,0.9224,0.92242,41080000
EURCHF,20251117,170400,0.9224,0.9224,0.92235,0.92237,16620000
EURCHF,20251117,170500,0.92237,0.92244,0.92236,0.9224,65790000
EURCHF,20251117,170600,0.92241,0.92242,0.92236,0.92236,52430000
EURCHF,20251117,170700,0.92238,0.92243,0.92232,0.92235,37740000
EURCHF,20251117,170800,0.92235,0.92241,0.92235,0.92239,49360000
EURCHF,20251117,170900,0.9224,0.92241,0.92238,0.92241,17910000
EURCHF,20251117,171000,0.92242,0.92242,0.92231,0.92231,50220000
EURCHF,20251117,171100,0.92231,0.92238,0.92231,0.92235,24300000
EURCHF,20251117,171200,0.92234,0.92238,0.92234,0.92238,21240000
EURCHF,20251117,171300,0.92239,0.92244,0.92239,0.92244,30720000
EURCHF,20251117,171400,0.92244,0.92245,0.92239,0.9224,25540000
EURCHF,20251117,171500,0.9224,0.92241,0.92236,0.92241,19860000
EURCHF,20251117,171600,0.92243,0.92248,0.92243,0.92248,8400000
EURCHF,20251117,171700,0.92247,0.92248,0.92244,0.92244,10800000
EURCHF,20251117,171800,0.92245,0.92246,0.92245,0.92246,5700000
EURCHF,20251117,171900,0.92246,0.92246,0.92239,0.92241,15720000
EURCHF,20251117,172000,0.92242,0.92247,0.92242,0.92244,28620000
EURCHF,20251117,172100,0.92244,0.92246,0.92242,0.92245,25470000
EURCHF,20251117,172200,0.92246,0.92255,0.92246,0.92255,16590000
EURCHF,20251117,172300,0.92256,0.92258,0.92254,0.92257,13080000
EURCHF,20251117,172400,0.92255,0.92255,0.92253,0.92255,13680000
EURCHF,20251117,172500,0.92254,0.92255,0.92254,0.92255,7200000
EURCHF,20251117,172700,0.92256,0.92256,0.92255,0.92256,3600000
EURCHF,20251117,172800,0.92257,0.9226,0.92254,0.9226,11400000
EURCHF,20251117,172900,0.92259,0.92261,0.92255,0.92261,17040000
EURCHF,20251117,173000,0.92262,0.92265,0.92257,0.92263,59560000
EURCHF,20251117,173100,0.92263,0.92264,0.92261,0.92263,30840000
EURCHF,20251117,173200,0.92262,0.92264,0.92262,0.92264,12600000
EURCHF,20251117,173300,0.92263,0.92266,0.92262,0.92264,16500000
EURCHF,20251117,173400,0.92265,0.92266,0.92264,0.92264,11100000
EURCHF,20251117,173500,0.92264,0.92268,0.92264,0.92264,12120000
EURCHF,20251117,173600,0.92265,0.92265,0.92257,0.92257,25580000
EURCHF,20251117,173700,0.92259,0.9226,0.92256,0.92257,36240000
EURCHF,20251117,173800,0.92257,0.92257,0.92252,0.92253,24960000
EURCHF,20251117,173900,0.92254,0.92255,0.92251,0.92251,27520000
EURCHF,20251117,174000,0.92252,0.92252,0.92245,0.92245,20200000
EURCHF,20251117,174100,0.92244,0.92244,0.92239,0.92241,19180000
EURCHF,20251117,174200,0.92242,0.92246,0.92242,0.92246,22960000
EURCHF,20251117,174300,0.92245,0.92246,0.92245,0.92246,2400000
EURCHF,20251117,174400,0.92245,0.92245,0.92241,0.92241,30640000
EURCHF,20251117,174500,0.92241,0.92241,0.92236,0.92239,47050000
EURCHF,20251117,174600,0.9224,0.92241,0.92238,0.92239,38200000
EURCHF,20251117,174700,0.92238,0.92238,0.92237,0.92238,20520000
EURCHF,20251117,174800,0.92235,0.92236,0.92233,0.92233,30780000
EURCHF,20251117,174900,0.92234,0.92248,0.92234,0.92248,42720000
EURCHF,20251117,175000,0.92249,0.92254,0.92243,0.92247,37920000
EURCHF,20251117,175100,0.92246,0.92255,0.92246,0.92255,47610000
EURCHF,20251117,175200,0.92252,0.92253,0.92248,0.92249,21480000
EURCHF,20251117,175300,0.92249,0.9225,0.92247,0.92249,30990000
EURCHF,20251117,175400,0.92249,0.92253,0.92248,0.92248,23640000
EURCHF,20251117,175500,0.92248,0.92249,0.92241,0.92242,48760000
EURCHF,20251117,175600,0.92243,0.92244,0.92241,0.92243,20310000
EURCHF,20251117,175700,0.92242,0.92245,0.92241,0.92243,28620000
EURCHF,20251117,175800,0.92244,0.9225,0.92243,0.9225,27000000
EURCHF,20251117,175900,0.92248,0.92251,0.92246,0.92247,40740000
EURCHF,20251117,180000,0.92246,0.9225,0.92245,0.92249,60000000
EURCHF,20251117,180100,0.92248,0.9225,0.92246,0.92246,34800000
EURCHF,20251117,180200,0.92246,0.92247,0.92241,0.92244,39540000
EURCHF,20251117,180300,0.92245,0.92248,0.92245,0.92248,16800000
EURCHF,20251117,180400,0.92248,0.92249,0.92244,0.92246,22440000
EURCHF,20251117,180500,0.92247,0.92251,0.92247,0.9225,18120000
EURCHF,20251117,180600,0.92249,0.92253,0.92245,0.92247,21120000
EURCHF,20251117,180700,0.92246,0.92246,0.92243,0.92244,14910000
EURCHF,20251117,180800,0.92243,0.92243,0.92238,0.92238,11940000
EURCHF,20251117,180900,0.92237,0.92239,0.92237,0.92239,3600000
EURCHF,20251117,181000,0.9224,0.92246,0.9224,0.92242,18300000
EURCHF,20251117,181100,0.92242,0.92242,0.92233,0.92234,50460000
EURCHF,20251117,181200,0.92234,0.92243,0.92234,0.92243,32620000
EURCHF,20251117,181300,0.92244,0.92251,0.92243,0.92244,28500000
EURCHF,20251117,181400,0.92245,0.92253,0.92244,0.92252,37800000
EURCHF,20251117,181500,0.9225,0.92254,0.92249,0.92254,27000000
EURCHF,20251117,181600,0.92255,0.92256,0.92252,0.92256,15540000
EURCHF,20251117,181700,0.92255,0.92261,0.92255,0.9226,26320000
EURCHF,20251117,181800,0.92259,0.92261,0.92258,0.92261,11640000
EURCHF,20251117,181900,0.92262,0.92262,0.92262,0.92262,1200000
EURCHF,20251117,182000,0.92265,0.92265,0.92257,0.92257,13440000
EURCHF,20251117,182100,0.92258,0.92262,0.92255,0.92259,14040000
EURCHF,20251117,182200,0.92259,0.92259,0.92253,0.92258,31650000
EURCHF,20251117,182300,0.9226,0.9226,0.92249,0.92251,20640000
EURCHF,20251117,182400,0.92252,0.92258,0.92251,0.92258,9000000
EURCHF,20251117,182500,0.92257,0.92259,0.92257,0.92257,8880000
EURCHF,20251117,182600,0.92255,0.92255,0.92254,0.92254,3720000
EURCHF,20251117,182700,0.92255,0.92258,0.92255,0.92256,10980000
EURCHF,20251117,182800,0.92257,0.92258,0.92253,0.92253,12240000
EURCHF,20251117,182900,0.92253,0.92256,0.92253,0.92253,7680000
EURCHF,20251117,183000,0.92252,0.92252,0.92249,0.92249,9120000
EURCHF,20251117,183100,0.92248,0.92248,0.92244,0.92245,16140000
EURCHF,20251117,183200,0.92246,0.9225,0.92246,0.92249,6000000
EURCHF,20251117,183300,0.92247,0.92252,0.92246,0.92252,8640000
EURCHF,20251117,183400,0.92253,0.92254,0.92252,0.92254,5160000
EURCHF,20251117,183500,0.92254,0.92254,0.92249,0.92251,15600000
EURCHF,20251117,183600,0.9225,0.92258,0.92249,0.92258,16320000
EURCHF,20251117,183700,0.92257,0.92257,0.92254,0.92254,11880000
EURCHF,20251117,183800,0.92255,0.92258,0.92255,0.92258,3600000
EURCHF,20251117,183900,0.92257,0.92258,0.92254,0.92258,12240000
EURCHF,20251117,184000,0.92257,0.92257,0.92255,0.92256,15960000
EURCHF,20251117,184100,0.92257,0.92257,0.92256,0.92256,8400000
EURCHF,20251117,184200,0.92255,0.92258,0.92255,0.92258,25200000
EURCHF,20251117,184300,0.92258,0.92259,0.92255,0.92257,26970000
EURCHF,20251117,184400,0.92258,0.92258,0.92256,0.92257,9840000
EURCHF,20251117,184500,0.92256,0.9226,0.92256,0.92257,32520000
EURCHF,20251117,184600,0.92256,0.92259,0.92255,0.92259,38020000
EURCHF,20251117,184700,0.92258,0.92259,0.92254,0.92255,30700000
EURCHF,20251117,184800,0.92256,0.9226,0.92255,0.9226,37020000
EURCHF,20251117,184900,0.9226,0.92261,0.92257,0.92257,41760000
EURCHF,20251117,185000,0.92257,0.9226,0.92257,0.9226,27180000
EURCHF,20251117,185100,0.92259,0.9226,0.92258,0.9226,14400000
EURCHF,20251117,185200,0.92259,0.92261,0.92254,0.92254,20320000
EURCHF,20251117,185300,0.92254,0.92255,0.92252,0.92254,39980000
EURCHF,20251117,185400,0.92254,0.92254,0.9225,0.9225,38220000
EURCHF,20251117,185500,0.92251,0.92252,0.92246,0.92252,82210000
EURCHF,20251117,185600,0.92253,0.92253,0.92246,0.92249,49740000
EURCHF,20251117,185700,0.9225,0.92255,0.92248,0.9225,58380000
EURCHF,20251117,185800,0.9225,0.92252,0.92244,0.92249,80940000
EURCHF,20251117,185900,0.92249,0.92249,0.92246,0.92248,52260000
EURCHF,20251117,190000,0.92248,0.9225,0.92245,0.92246,16740000
EURCHF,20251117,190100,0.92247,0.92249,0.92245,0.92246,48480000
EURCHF,20251117,190200,0.92245,0.92248,0.92243,0.92243,41700000
EURCHF,20251117,190300,0.92243,0.92245,0.92242,0.92245,41700000
EURCHF,20251117,190400,0.92247,0.92255,0.92246,0.92255,26280000
EURCHF,20251117,190500,0.92255,0.92257,0.92251,0.92251,18400000
EURCHF,20251117,190600,0.92252,0.92252,0.92249,0.9225,18300000
EURCHF,20251117,190700,0.92251,0.92252,0.92247,0.92247,34320000
EURCHF,20251117,190800,0.92249,0.92254,0.92248,0.92253,53380000
EURCHF,20251117,190900,0.92253,0.92257,0.92253,0.92255,15840000
EURCHF,20251117,191000,0.92256,0.92256,0.92253,0.92256,30180000
EURCHF,20251117,191100,0.92254,0.92256,0.92254,0.92256,6240000
EURCHF,20251117,191200,0.92257,0.92257,0.92254,0.92254,7200000
EURCHF,20251117,191300,0.92253,0.92254,0.92253,0.92254,4800000
EURCHF,20251117,191400,0.92252,0.92252,0.92247,0.92248,20880000
EURCHF,20251117,191500,0.92249,0.9225,0.92248,0.92249,14880000
EURCHF,20251117,191600,0.92248,0.92249,0.92248,0.92249,15960000
EURCHF,20251117,191700,0.9225,0.9225,0.92248,0.92248,4800000
EURCHF,20251117,191800,0.92247,0.92248,0.92245,0.92246,14100000
EURCHF,20251117,191900,0.92245,0.92247,0.92244,0.92247,13200000
EURCHF,20251117,192000,0.92248,0.92248,0.92243,0.92243,32460000
EURCHF,20251117,192100,0.92243,0.92244,0.92243,0.92243,6000000
EURCHF,20251117,192200,0.92244,0.92247,0.92243,0.92245,16500000
EURCHF,20251117,192300,0.92244,0.92247,0.92244,0.92247,24570000
EURCHF,20251117,192400,0.92248,0.9225,0.92248,0.9225,8130000
EURCHF,20251117,192500,0.92251,0.92254,0.9225,0.9225,12000000
EURCHF,20251117,192600,0.92249,0.9225,0.92249,0.9225,4500000
EURCHF,20251117,192700,0.92249,0.92266,0.92249,0.9226,57360000
EURCHF,20251117,192800,0.9226,0.92262,0.92257,0.9226,18720000
EURCHF,20251117,192900,0.92261,0.92262,0.9226,0.9226,15180000
EURCHF,20251117,193000,0.92261,0.92261,0.92256,0.92259,41340000
EURCHF,20251117,193100,0.92259,0.92259,0.92256,0.92256,16320000
EURCHF,20251117,193200,0.92256,0.9226,0.92256,0.92256,40320000
EURCHF,20251117,193300,0.92257,0.92258,0.92255,0.92258,34920000
EURCHF,20251117,193400,0.92258,0.92258,0.92248,0.92249,55170000
EURCHF,20251117,193500,0.9225,0.92253,0.92246,0.92253,48420000
EURCHF,20251117,193600,0.92254,0.92255,0.92249,0.92252,33040000
EURCHF,20251117,193700,0.9225,0.92254,0.92248,0.92253,65640000
EURCHF,20251117,193800,0.92254,0.92254,0.92246,0.92249,83890000
EURCHF,20251117,193900,0.92248,0.92256,0.92248,0.92251,61360000
EURCHF,20251117,194000,0.92252,0.92252,0.92246,0.92247,75900000
EURCHF,20251117,194100,0.92247,0.92252,0.92247,0.92251,26520000
EURCHF,20251117,194200,0.92251,0.92253,0.92248,0.92253,63460000
EURCHF,20251117,194300,0.92252,0.92257,0.92251,0.92256,54990000
EURCHF,20251117,194400,0.92256,0.92263,0.92256,0.92263,39600000
EURCHF,20251117,194500,0.92263,0.92265,0.92255,0.92255,56100000
EURCHF,20251117,194600,0.92254,0.92255,0.92252,0.92252,29280000
EURCHF,20251117,194700,0.92251,0.92257,0.92251,0.92256,37740000
EURCHF,20251117,194800,0.92257,0.92264,0.92257,0.92262,31200000
EURCHF,20251117,194900,0.92262,0.92265,0.9226,0.92262,37560000
EURCHF,20251117,195000,0.92263,0.92263,0.92258,0.9226,37770000
EURCHF,20251117,195100,0.92261,0.92265,0.92261,0.92264,28620000
EURCHF,20251117,195200,0.92265,0.92267,0.92258,0.92258,29040000
EURCHF,20251117,195300,0.92258,0.92262,0.92257,0.92262,47520000
EURCHF,20251117,195400,0.92262,0.92269,0.92262,0.92269,22080000
EURCHF,20251117,195500,0.9227,0.92271,0.92268,0.92269,23040000
EURCHF,20251117,195600,0.92269,0.9227,0.92265,0.9227,39600000
EURCHF,20251117,195700,0.92271,0.92271,0.92259,0.92263,56340000
EURCHF,20251117,195800,0.92263,0.92268,0.92263,0.92266,31440000
EURCHF,20251117,195900,0.92266,0.92266,0.92257,0.92261,43710000
EURCHF,20251117,200000,0.9226,0.92265,0.9226,0.92264,34800000
EURCHF,20251117,200100,0.92263,0.92264,0.92258,0.92259,11760000
EURCHF,20251117,200200,0.9226,0.92268,0.9226,0.92265,27720000
EURCHF,20251117,200300,0.92265,0.92267,0.92264,0.92265,18160000
EURCHF,20251117,200400,0.92266,0.92267,0.9226,0.92262,31620000
EURCHF,20251117,200500,0.9226,0.92267,0.9226,0.92266,26220000
EURCHF,20251117,200600,0.92267,0.92267,0.92261,0.92261,32850000
EURCHF,20251117,200700,0.92262,0.92263,0.92261,0.92263,17100000
EURCHF,20251117,200800,0.92263,0.92265,0.92261,0.92263,25680000
EURCHF,20251117,200900,0.92262,0.92262,0.92258,0.92261,12000000
EURCHF,20251117,201000,0.9226,0.92268,0.9226,0.92268,12540000
EURCHF,20251117,201100,0.92267,0.92269,0.92265,0.92269,23340000
EURCHF,20251117,201200,0.92268,0.92273,0.92267,0.92272,72760000
EURCHF,20251117,201300,0.92273,0.92276,0.92272,0.92273,12540000
EURCHF,20251117,201400,0.92274,0.92275,0.92271,0.92271,13740000
EURCHF,20251117,201500,0.92272,0.92273,0.92268,0.92273,14040000
EURCHF,20251117,201600,0.92276,0.92276,0.92272,0.92273,17290000
EURCHF,20251117,201700,0.92273,0.92274,0.92272,0.92274,31240000
EURCHF,20251117,201800,0.92273,0.92274,0.92271,0.92274,24960000
EURCHF,20251117,201900,0.92273,0.92273,0.92271,0.92271,4200000
EURCHF,20251117,202000,0.92272,0.92272,0.92271,0.92271,10200000
EURCHF,20251117,202100,0.9227,0.9227,0.92264,0.92265,16020000
EURCHF,20251117,202200,0.92265,0.92266,0.92264,0.92265,19980000
EURCHF,20251117,202300,0.92265,0.92269,0.92265,0.92269,32400000
EURCHF,20251117,202400,0.9227,0.92275,0.9227,0.92273,41560000
EURCHF,20251117,202500,0.92272,0.92274,0.92272,0.92273,21660000
EURCHF,20251117,202600,0.92273,0.92275,0.92273,0.92273,21760000
EURCHF,20251117,202700,0.92272,0.92274,0.92272,0.92273,11640000
EURCHF,20251117,202800,0.92272,0.92275,0.92272,0.92274,17640000
EURCHF,20251117,202900,0.92275,0.92275,0.92273,0.92275,23160000
EURCHF,20251117,203000,0.92276,0.92277,0.92275,0.92277,18120000
EURCHF,20251117,203100,0.92278,0.92279,0.92273,0.92274,21260000
EURCHF,20251117,203200,0.92275,0.92275,0.92274,0.92274,11340000
EURCHF,20251117,203300,0.92273,0.92277,0.92272,0.92276,14340000
EURCHF,20251117,203400,0.92277,0.92277,0.92272,0.92274,30900000
EURCHF,20251117,203500,0.92273,0.92279,0.92273,0.92276,33540000
EURCHF,20251117,203600,0.92276,0.92279,0.92276,0.92276,34200000
EURCHF,20251117,203700,0.92277,0.92281,0.92276,0.92281,32700000
EURCHF,20251117,203800,0.92282,0.92283,0.92281,0.92281,13440000
EURCHF,20251117,203900,0.92279,0.92283,0.92278,0.92283,30900000
EURCHF,20251117,204000,0.92284,0.92287,0.92282,0.92287,37410000
EURCHF,20251117,204100,0.92286,0.9229,0.92284,0.92289,29190000
EURCHF,20251117,204200,0.9229,0.92292,0.92287,0.92289,26340000
EURCHF,20251117,204300,0.9229,0.92291,0.92288,0.9229,26490000
EURCHF,20251117,204400,0.92291,0.92294,0.9229,0.9229,38370000
EURCHF,20251117,204500,0.92291,0.92292,0.92288,0.92289,31690000
EURCHF,20251117,204600,0.9229,0.92293,0.92289,0.92292,23380000
EURCHF,20251117,204700,0.92292,0.92296,0.9229,0.92296,26400000
EURCHF,20251117,204800,0.92295,0.92302,0.92295,0.92302,9750000
EURCHF,20251117,204900,0.92301,0.92305,0.92299,0.92304,29940000
EURCHF,20251117,205000,0.92305,0.92305,0.923,0.92303,15720000
EURCHF,20251117,205100,0.92303,0.92307,0.92301,0.92304,51410000
EURCHF,20251117,205200,0.92305,0.92306,0.92303,0.92304,42390000
EURCHF,20251117,205300,0.92304,0.92304,0.92296,0.92298,63190000
EURCHF,20251117,205400,0.92299,0.92302,0.92298,0.92299,41250000
EURCHF,20251117,205500,0.92302,0.92305,0.92298,0.92305,72430000
EURCHF,20251117,205600,0.92306,0.92306,0.92302,0.92302,22080000
EURCHF,20251117,205700,0.92302,0.92306,0.923,0.92302,32980000
EURCHF,20251117,205800,0.92302,0.92307,0.923,0.92303,38510000
EURCHF,20251117,205900,0.92302,0.92304,0.92301,0.92303,27750000
EURCHF,20251117,210000,0.92304,0.92305,0.92301,0.92305,24300000
EURCHF,20251117,210100,0.92303,0.92305,0.92301,0.92302,22770000
EURCHF,20251117,210200,0.92302,0.92302,0.92298,0.923,22860000
EURCHF,20251117,210300,0.92303,0.92303,0.923,0.923,7380000
EURCHF,20251117,210400,0.923,0.923,0.92298,0.92299,14460000
EURCHF,20251117,210500,0.92297,0.92299,0.92296,0.92296,23260000
EURCHF,20251117,210600,0.92297,0.92304,0.92297,0.92301,12480000
EURCHF,20251117,210700,0.92299,0.923,0.92296,0.923,19120000
EURCHF,20251117,210800,0.92299,0.923,0.92298,0.92298,6930000
EURCHF,20251117,210900,0.92296,0.92299,0.92294,0.92295,46260000
EURCHF,20251117,211000,0.92295,0.92297,0.9228,0.9228,49980000
EURCHF,20251117,211100,0.9228,0.92283,0.92272,0.92273,71940000
EURCHF,20251117,211200,0.92271,0.92271,0.92268,0.9227,40160000
EURCHF,20251117,211300,0.92269,0.92274,0.92269,0.92273,20880000
EURCHF,20251117,211400,0.92272,0.92281,0.92271,0.92279,34980000
EURCHF,20251117,211500,0.9228,0.92283,0.92279,0.92281,9600000
EURCHF,20251117,211600,0.92279,0.92282,0.92278,0.92281,16860000
EURCHF,20251117,211700,0.92282,0.92282,0.92282,0.92282,1200000
EURCHF,20251117,211800,0.92281,0.92284,0.92281,0.92282,11040000
EURCHF,20251117,211900,0.9228,0.9228,0.92279,0.92279,19320000
EURCHF,20251117,212000,0.92278,0.92278,0.92275,0.92275,6420000
EURCHF,20251117,212100,0.92275,0.92275,0.92268,0.92272,35400000
EURCHF,20251117,212200,0.92272,0.92272,0.92268,0.92269,6600000
