<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURCHF,20251105,022200,0.92909,0.92909,0.92897,0.92898,30180000
EURCHF,20251105,022300,0.92897,0.92903,0.92894,0.92894,42180000
EURCHF,20251105,022400,0.92894,0.92907,0.92894,0.92907,61380000
EURCHF,20251105,022500,0.92908,0.92909,0.92897,0.92897,57710000
EURCHF,20251105,022600,0.92897,0.92901,0.92897,0.929,25100000
EURCHF,20251105,022700,0.92899,0.92905,0.92898,0.92901,38060000
EURCHF,20251105,022800,0.92901,0.92907,0.929,0.92906,26000000
EURCHF,20251105,022900,0.92904,0.92907,0.92903,0.92905,41580000
EURCHF,20251105,023000,0.92904,0.92905,0.92899,0.929,39540000
EURCHF,20251105,023100,0.929,0.92907,0.929,0.92902,39270000
EURCHF,20251105,023200,0.92903,0.92906,0.92898,0.92899,52580000
EURCHF,20251105,023300,0.929,0.92905,0.92897,0.92904,41790000
EURCHF,20251105,023400,0.92903,0.92907,0.92901,0.92907,32680000
EURCHF,20251105,023500,0.92906,0.92913,0.92905,0.92912,42420000
EURCHF,20251105,023600,0.92913,0.92918,0.92911,0.92917,59860000
EURCHF,20251105,023700,0.92916,0.92922,0.92916,0.92922,81100000
EURCHF,20251105,023800,0.92923,0.92925,0.92922,0.92924,23980000
EURCHF,20251105,023900,0.92922,0.92929,0.92919,0.9292,54160000
EURCHF,20251105,024000,0.9292,0.9293,0.9292,0.92928,26920000
EURCHF,20251105,024100,0.92927,0.92928,0.92926,0.92927,37180000
EURCHF,20251105,024200,0.92926,0.92927,0.92923,0.92926,24960000
EURCHF,20251105,024300,0.92927,0.92931,0.92927,0.9293,27300000
EURCHF,20251105,024400,0.92929,0.92932,0.92926,0.92932,29980000
EURCHF,20251105,024500,0.92933,0.92937,0.92932,0.92937,42140000
EURCHF,20251105,024600,0.92938,0.92942,0.92936,0.92942,28120000
EURCHF,20251105,024700,0.92945,0.92949,0.92943,0.92948,20840000
EURCHF,20251105,024800,0.9295,0.92953,0.92947,0.92953,15100000
EURCHF,20251105,024900,0.92954,0.92956,0.92948,0.92951,38740000
EURCHF,20251105,025000,0.92952,0.92965,0.92952,0.92965,33360000
EURCHF,20251105,025100,0.92964,0.92966,0.92963,0.92963,27350000
EURCHF,20251105,025200,0.92963,0.92966,0.92959,0.92959,29080000
EURCHF,20251105,025300,0.9296,0.92961,0.9296,0.92961,8020000
EURCHF,20251105,025400,0.92962,0.92962,0.92956,0.92957,18740000
EURCHF,20251105,025500,0.92959,0.92962,0.92956,0.9296,42480000
EURCHF,20251105,025600,0.9296,0.92962,0.92959,0.92961,35660000
EURCHF,20251105,025700,0.92962,0.92962,0.92952,0.92952,73840000
EURCHF,20251105,025800,0.92952,0.92954,0.92948,0.9295,47640000
EURCHF,20251105,025900,0.9295,0.92951,0.92947,0.92948,41290000
EURCHF,20251105,030000,0.92949,0.9296,0.92949,0.92958,114550000
EURCHF,20251105,030100,0.92958,0.92961,0.92957,0.92958,36800000
EURCHF,20251105,030200,0.92958,0.92962,0.92958,0.9296,37250000
EURCHF,20251105,030300,0.9296,0.92966,0.9296,0.92965,52230000
EURCHF,20251105,030400,0.92963,0.92971,0.92963,0.9297,74800000
EURCHF,20251105,030500,0.9297,0.92979,0.9297,0.92979,64710000
EURCHF,20251105,030600,0.9298,0.92987,0.9298,0.92986,63640000
EURCHF,20251105,030700,0.92987,0.92987,0.9298,0.92981,19640000
EURCHF,20251105,030800,0.92981,0.92981,0.92974,0.92976,31140000
EURCHF,20251105,030900,0.92978,0.92982,0.92976,0.92982,64180000
EURCHF,20251105,031000,0.92982,0.92989,0.92981,0.92989,30690000
EURCHF,20251105,031100,0.92989,0.92989,0.92982,0.92985,33780000
EURCHF,20251105,031200,0.92986,0.92988,0.92984,0.92986,24520000
EURCHF,20251105,031300,0.92987,0.92988,0.92984,0.92987,28480000
EURCHF,20251105,031400,0.92988,0.92992,0.92988,0.92991,33880000
EURCHF,20251105,031500,0.9299,0.9299,0.92984,0.92984,14920000
EURCHF,20251105,031600,0.92986,0.92986,0.92981,0.92981,6740000
EURCHF,20251105,031700,0.9298,0.92981,0.92971,0.92981,41000000
EURCHF,20251105,031800,0.92983,0.92984,0.9298,0.92984,8540000
EURCHF,20251105,031900,0.92987,0.92987,0.92983,0.92985,14620000
EURCHF,20251105,032000,0.92984,0.92984,0.92982,0.92982,5020000
EURCHF,20251105,032100,0.92983,0.92983,0.9298,0.92981,15220000
EURCHF,20251105,032200,0.92983,0.92983,0.92979,0.9298,16640000
EURCHF,20251105,032300,0.92979,0.92981,0.92979,0.9298,7500000
EURCHF,20251105,032400,0.92979,0.92981,0.92978,0.92981,21120000
EURCHF,20251105,032500,0.9298,0.9298,0.92973,0.92977,29060000
EURCHF,20251105,032600,0.92979,0.9298,0.92977,0.92978,28540000
EURCHF,20251105,032700,0.9298,0.92983,0.92978,0.92982,53360000
EURCHF,20251105,032800,0.92983,0.92983,0.9298,0.92983,29500000
EURCHF,20251105,032900,0.92982,0.92982,0.92979,0.9298,16560000
EURCHF,20251105,033000,0.92981,0.92984,0.92979,0.9298,107160000
EURCHF,20251105,033100,0.9298,0.92981,0.92973,0.92981,58010000
EURCHF,20251105,033200,0.92982,0.92984,0.9298,0.92984,72240000
EURCHF,20251105,033300,0.92983,0.92986,0.92983,0.92985,51260000
EURCHF,20251105,033400,0.92987,0.92987,0.92981,0.92983,61080000
EURCHF,20251105,033500,0.92984,0.92993,0.92981,0.92987,92680000
EURCHF,20251105,033600,0.92987,0.92992,0.92986,0.9299,35420000
EURCHF,20251105,033700,0.92991,0.92993,0.92989,0.92991,20680000
EURCHF,20251105,033800,0.92992,0.92992,0.92983,0.92985,51600000
EURCHF,20251105,033900,0.92985,0.92993,0.92985,0.92991,33900000
EURCHF,20251105,034000,0.92991,0.92996,0.92991,0.92996,74840000
EURCHF,20251105,034100,0.92995,0.92998,0.92995,0.92997,39860000
EURCHF,20251105,034200,0.92996,0.92999,0.92996,0.92998,10560000
EURCHF,20251105,034300,0.92999,0.92999,0.92996,0.92998,13340000
EURCHF,20251105,034400,0.92999,0.9301,0.92999,0.9301,16800000
EURCHF,20251105,034500,0.93012,0.93015,0.93007,0.93013,66680000
EURCHF,20251105,034600,0.93014,0.93021,0.93013,0.93018,64680000
EURCHF,20251105,034700,0.93019,0.93019,0.93012,0.93018,45710000
EURCHF,20251105,034800,0.93017,0.93022,0.93016,0.93018,31620000
EURCHF,20251105,034900,0.93019,0.93023,0.93019,0.93022,32140000
EURCHF,20251105,035000,0.93021,0.93021,0.93013,0.93014,67580000
EURCHF,20251105,035100,0.93014,0.93019,0.93014,0.93019,41440000
EURCHF,20251105,035200,0.9302,0.9302,0.93016,0.93017,21440000
EURCHF,20251105,035300,0.93016,0.9302,0.93015,0.93018,36040000
EURCHF,20251105,035400,0.93018,0.93019,0.93015,0.93017,51200000
EURCHF,20251105,035500,0.93016,0.93016,0.9301,0.93014,37150000
EURCHF,20251105,035600,0.93014,0.93018,0.93008,0.93014,50130000
EURCHF,20251105,035700,0.93016,0.93018,0.93014,0.93018,39880000
EURCHF,20251105,035800,0.93017,0.9302,0.93016,0.9302,20900000
EURCHF,20251105,035900,0.93022,0.93026,0.93022,0.93025,12440000
EURCHF,20251105,040000,0.93024,0.93028,0.93024,0.93026,21800000
EURCHF,20251105,040100,0.93027,0.93027,0.93019,0.9302,35940000
EURCHF,20251105,040200,0.9302,0.93025,0.93019,0.93022,43820000
EURCHF,20251105,040300,0.93022,0.93027,0.9302,0.9302,34800000
EURCHF,20251105,040400,0.93022,0.93026,0.93022,0.93023,33940000
EURCHF,20251105,040500,0.93023,0.93024,0.9302,0.9302,22780000
EURCHF,20251105,040600,0.9302,0.9302,0.93016,0.93018,32300000
EURCHF,20251105,040700,0.93018,0.93021,0.93017,0.9302,18660000
EURCHF,20251105,040800,0.93021,0.93021,0.93019,0.9302,18360000
EURCHF,20251105,040900,0.93019,0.93022,0.93018,0.93021,32620000
EURCHF,20251105,041000,0.9302,0.93021,0.93015,0.9302,46380000
EURCHF,20251105,041100,0.9302,0.93023,0.9302,0.93023,13040000
EURCHF,20251105,041200,0.93022,0.93026,0.93022,0.93026,35700000
EURCHF,20251105,041300,0.93025,0.93032,0.93025,0.93029,16780000
EURCHF,20251105,041400,0.9303,0.93031,0.93027,0.93028,13800000
EURCHF,20251105,041500,0.93027,0.93027,0.93023,0.93024,30920000
EURCHF,20251105,041600,0.93025,0.93029,0.93025,0.93029,28690000
EURCHF,20251105,041700,0.93027,0.93028,0.93024,0.93025,17070000
EURCHF,20251105,041800,0.93025,0.93028,0.93024,0.93026,20280000
EURCHF,20251105,041900,0.93024,0.93027,0.93023,0.93027,8020000
EURCHF,20251105,042000,0.93027,0.93029,0.93027,0.93029,10200000
EURCHF,20251105,042100,0.93028,0.93031,0.93028,0.93031,11400000
EURCHF,20251105,042200,0.93029,0.93034,0.93029,0.93034,26220000
EURCHF,20251105,042300,0.93033,0.93035,0.93032,0.93032,22700000
EURCHF,20251105,042400,0.93032,0.93033,0.93031,0.93032,14240000
EURCHF,20251105,042500,0.93031,0.93032,0.93027,0.93028,11540000
EURCHF,20251105,042600,0.93029,0.93029,0.93026,0.93027,18960000
EURCHF,20251105,042700,0.93028,0.93029,0.93027,0.93029,20240000
EURCHF,20251105,042800,0.93028,0.9303,0.93027,0.93027,38000000
EURCHF,20251105,042900,0.93029,0.9303,0.93028,0.93029,45860000
EURCHF,20251105,043000,0.9303,0.9303,0.93029,0.9303,16120000
EURCHF,20251105,043100,0.93029,0.93033,0.93029,0.93032,28480000
EURCHF,20251105,043200,0.93031,0.93033,0.9303,0.93031,34700000
EURCHF,20251105,043300,0.9303,0.93031,0.93029,0.9303,37340000
EURCHF,20251105,043400,0.93032,0.93032,0.93029,0.93029,20000000
EURCHF,20251105,043500,0.93028,0.93031,0.93025,0.9303,61160000
EURCHF,20251105,043600,0.93031,0.93032,0.93031,0.93032,6000000
EURCHF,20251105,043700,0.93031,0.93032,0.9303,0.93031,29300000
EURCHF,20251105,043800,0.93032,0.93036,0.93032,0.93035,30500000
EURCHF,20251105,043900,0.93034,0.93034,0.93029,0.9303,32960000
EURCHF,20251105,044000,0.93029,0.93033,0.93029,0.93032,65350000
EURCHF,20251105,044100,0.93032,0.93035,0.93031,0.93034,41900000
EURCHF,20251105,044200,0.93035,0.93036,0.93031,0.93036,36530000
EURCHF,20251105,044300,0.93035,0.93036,0.93034,0.93035,16340000
EURCHF,20251105,044400,0.93036,0.93036,0.93024,0.93024,35500000
EURCHF,20251105,044500,0.93025,0.93028,0.93023,0.93024,20460000
EURCHF,20251105,044600,0.93024,0.93024,0.93022,0.93022,16640000
EURCHF,20251105,044700,0.93023,0.93025,0.9302,0.93023,15440000
EURCHF,20251105,044800,0.93023,0.93026,0.93022,0.93023,25020000
EURCHF,20251105,044900,0.93022,0.93025,0.93021,0.93023,24500000
EURCHF,20251105,045000,0.93022,0.93023,0.93021,0.93023,14240000
EURCHF,20251105,045100,0.93023,0.93024,0.93023,0.93023,10720000
EURCHF,20251105,045200,0.93022,0.93023,0.93021,0.93022,8320000
EURCHF,20251105,045300,0.93022,0.93022,0.93018,0.93018,12300000
EURCHF,20251105,045400,0.93017,0.93017,0.93016,0.93017,4720000
EURCHF,20251105,045500,0.93018,0.93021,0.93018,0.93019,16640000
EURCHF,20251105,045600,0.9302,0.9302,0.93016,0.93019,41900000
EURCHF,20251105,045700,0.93018,0.93021,0.93017,0.93019,24930000
EURCHF,20251105,045800,0.93018,0.9302,0.93016,0.9302,21090000
EURCHF,20251105,045900,0.93019,0.93021,0.93018,0.9302,15440000
